import time: self [us] | cumulative | imported package
import time:       104 |        104 |                                     pandas._libs.pandas
import time:        45 |        148 |                                   pandas._libs.pandas.core
import time:        30 |        177 |                                 pandas._libs.pandas.core.dtypes
import time:        34 |        211 |                               pandas._libs.pandas.core.dtypes.common
import time:        89 |         89 |                                   pandas._libs.pandas
import time:        46 |        134 |                                 pandas._libs.pandas.core
import time:        31 |        164 |                               pandas._libs.pandas.core.arrays
import time:        84 |         84 |                                     pandas._libs.pandas
import time:        36 |        119 |                                   pandas._libs.pandas.core
import time:        26 |        145 |                                 pandas._libs.pandas.core.dtypes
import time:        32 |        176 |                               pandas._libs.pandas.core.dtypes.concat
import time:       112 |        112 |                                   pandas._libs.pandas
import time:        50 |        161 |                                 pandas._libs.pandas.io
import time:        35 |        196 |                               pandas._libs.pandas.io.common
import time:       146 |        146 |                                 pandas._libs.pandas
import time:        94 |        240 |                               pandas._libs.pandas.errors
import time:      3912 |       6075 |                             pandas._libs.parsers
import time:      3430 |       9760 |                           pandas.io.parsers
import time:       371 |        371 |                           pandas.io.clipboards
import time:      2168 |       2168 |                             pandas._libs.json
import time:      2205 |       4372 |                           pandas.io.excel
import time:      1802 |       1802 |                               pandas.core.computation.expr
import time:      1121 |       2922 |                             pandas.core.computation.pytables
import time:       203 |        203 |                               pandas._libs.numpy
import time:      2546 |       2749 |                             pandas._libs.writers
import time:      3816 |       9486 |                           pandas.io.pytables
import time:       287 |        287 |                               pandas.io.json.normalize
import time:       313 |        313 |                                       pandas.core.dtypes.api
import time:       736 |       1049 |                                     pandas.api.types
import time:       312 |        312 |                                     pandas.api.extensions
import time:       322 |       1681 |                                   pandas.api
import time:        45 |       1726 |                                 pandas.api.types
import time:       375 |       2100 |                               pandas.io.json.table_schema
import time:      1602 |       3988 |                             pandas.io.json.json
import time:       398 |       4385 |                           pandas.io.json
import time:       881 |        881 |                           pandas.io.html
import time:      1054 |       1054 |                           pandas.io.sql
import time:       357 |        357 |                             pandas.io.sas.sasreader
import time:       336 |        693 |                           pandas.io.sas
import time:       294 |        294 |                           pandas.io.feather_format
import time:       423 |        423 |                           pandas.io.parquet
import time:      1872 |       1872 |                           pandas.io.stata
import time:       374 |        374 |                             pandas.compat.pickle_compat
import time:       444 |        817 |                           pandas.io.pickle
import time:       588 |        588 |                               pandas.io.msgpack.exceptions
import time:       249 |        249 |                               pandas.io.msgpack._version
import time:       253 |        253 |                                       pandas.io.msgpack.pandas
import time:        68 |        321 |                                     pandas.io.msgpack.pandas.io
import time:        39 |        359 |                                   pandas.io.msgpack.pandas.io.msgpack
import time:        64 |        423 |                                 pandas.io.msgpack.pandas.io.msgpack.exceptions
import time:       127 |        127 |                                     pandas.io.msgpack.pandas
import time:        49 |        175 |                                   pandas.io.msgpack.pandas.io
import time:        44 |        219 |                                 pandas.io.msgpack.pandas.io.msgpack
import time:       110 |        110 |                                 pandas.io.msgpack.numpy
import time:      2111 |       2861 |                               pandas.io.msgpack._packer
import time:       127 |        127 |                                       pandas.io.msgpack.pandas
import time:        61 |        188 |                                     pandas.io.msgpack.pandas.io
import time:        31 |        218 |                                   pandas.io.msgpack.pandas.io.msgpack
import time:        54 |        271 |                                 pandas.io.msgpack.pandas.io.msgpack.exceptions
import time:       110 |        110 |                                     pandas.io.msgpack.pandas
import time:        52 |        161 |                                   pandas.io.msgpack.pandas.io
import time:        51 |        212 |                                 pandas.io.msgpack.pandas.io.msgpack
import time:      2057 |       2539 |                               pandas.io.msgpack._unpacker
import time:       650 |       6885 |                             pandas.io.msgpack
import time:      1679 |       1679 |                             pandas.util._move
import time:       418 |        418 |                             blosc
import time:       906 |       9886 |                           pandas.io.packers
import time:       359 |        359 |                           pandas.io.gbq
import time:       778 |      45424 |                         pandas.io.api
import time:       333 |        333 |                         pandas.util._tester
import time:       202 |        202 |                               pandas._libs.numpy
import time:       164 |        164 |                               pandas._libs.pandas
import time:       260 |        260 |                                     pandas._libs.pandas
import time:        74 |        334 |                                   pandas._libs.pandas.core
import time:        49 |        382 |                                 pandas._libs.pandas.core.dtypes
import time:        57 |        438 |                               pandas._libs.pandas.core.dtypes.missing
import time:       106 |        106 |                                     pandas._libs.pandas
import time:        41 |        146 |                                   pandas._libs.pandas.core
import time:       116 |        261 |                                 pandas._libs.pandas.core.dtypes
import time:        82 |        342 |                               pandas._libs.pandas.core.dtypes.common
import time:      2011 |       3155 |                             pandas._libs.testing
import time:      1962 |       5117 |                           pandas.util.testing
import time:       330 |       5446 |                         pandas.testing
import time:       335 |        335 |                         pandas._version
import time:      1450 |     351489 |                       pandas
import time:       705 |     352545 |                     tensorflow.python.estimator.inputs.queues.feeding_functions
import time:       548 |     353364 |                   tensorflow.python.estimator.inputs.numpy_io
import time:       328 |        328 |                   tensorflow.python.estimator.inputs.pandas_io
import time:       446 |     354137 |                 tensorflow.python.estimator.inputs.inputs
import time:       499 |        499 |                 tensorflow.python.estimator.keras
import time:      1288 |       1288 |                 tensorflow.python.estimator.training
import time:       806 |     435509 |               tensorflow.python.estimator.estimator_lib
import time:       278 |     435786 |             tensorflow.python.estimator
import time:       390 |     436176 |           tensorflow.python.keras.estimator
import time:       499 |        499 |             tensorflow.python.keras.wrappers.scikit_learn
import time:       383 |        882 |           tensorflow.python.keras.wrappers
import time:       831 |     804794 |         tensorflow.python.keras
import time:       344 |        344 |         tensorflow.python.feature_column.feature_column_lib
import time:       813 |        813 |           tensorflow.python.layers.convolutional
import time:       606 |        606 |           tensorflow.python.layers.pooling
import time:       483 |       1901 |         tensorflow.python.layers.layers
import time:       559 |        559 |           tensorflow.python.ops.gen_bitwise_ops
import time:      2222 |       2781 |         tensorflow.python.ops.bitwise_ops
import time:       293 |        293 |         tensorflow.python.ops.distributions
import time:       316 |        316 |               tensorflow.python.ops.distributions.kullback_leibler
import time:       663 |        663 |               tensorflow.python.ops.distributions.util
import time:       934 |       1912 |             tensorflow.python.ops.distributions.distribution
import time:       598 |       2509 |           tensorflow.python.ops.distributions.bernoulli
import time:       897 |        897 |           tensorflow.python.ops.distributions.beta
import time:       523 |        523 |           tensorflow.python.ops.distributions.categorical
import time:       732 |        732 |           tensorflow.python.ops.distributions.dirichlet
import time:       841 |        841 |           tensorflow.python.ops.distributions.dirichlet_multinomial
import time:       777 |        777 |             tensorflow.python.ops.distributions.gamma
import time:       629 |       1405 |           tensorflow.python.ops.distributions.exponential
import time:       362 |        362 |             tensorflow.python.ops.distributions.special_math
import time:       713 |       1075 |           tensorflow.python.ops.distributions.laplace
import time:       604 |        604 |           tensorflow.python.ops.distributions.multinomial
import time:       700 |        700 |           tensorflow.python.ops.distributions.normal
import time:       718 |        718 |           tensorflow.python.ops.distributions.student_t
import time:       505 |        505 |           tensorflow.python.ops.distributions.uniform
import time:       851 |      11356 |         tensorflow.python.ops.distributions.distributions
import time:       362 |        362 |             tensorflow.python.ops.linalg.linear_operator_util
import time:       864 |       1225 |           tensorflow.python.ops.linalg.linear_operator
import time:       949 |        949 |           tensorflow.python.ops.linalg.linear_operator_block_diag
import time:       740 |        740 |           tensorflow.python.ops.linalg.linear_operator_circulant
import time:       430 |        430 |           tensorflow.python.ops.linalg.linear_operator_composition
import time:       406 |        406 |           tensorflow.python.ops.linalg.linear_operator_diag
import time:       353 |        353 |           tensorflow.python.ops.linalg.linear_operator_full_matrix
import time:       541 |        541 |           tensorflow.python.ops.linalg.linear_operator_identity
import time:       533 |        533 |           tensorflow.python.ops.linalg.linear_operator_kronecker
import time:       431 |        431 |           tensorflow.python.ops.linalg.linear_operator_low_rank_update
import time:       382 |        382 |           tensorflow.python.ops.linalg.linear_operator_lower_triangular
import time:       426 |        426 |           tensorflow.python.ops.linalg.linear_operator_zeros
import time:       752 |       7162 |         tensorflow.python.ops.linalg.linalg
import time:       303 |        303 |         tensorflow.python.profiler
import time:       214 |        214 |             tensorflow.core.profiler
import time:      2156 |       2370 |           tensorflow.core.profiler.tfprof_log_pb2
import time:      1166 |       1166 |           tensorflow.core.profiler.tfprof_output_pb2
import time:      1539 |       1539 |             tensorflow.core.profiler.tfprof_options_pb2
import time:       223 |        223 |                 tensorflow.python.profiler.internal
import time:     14848 |      14848 |                 tensorflow.python.profiler.internal.flops_registry
import time:       459 |      15529 |               tensorflow.python.profiler.tfprof_logger
import time:       508 |      16037 |             tensorflow.python.profiler.option_builder
import time:       660 |      18235 |           tensorflow.python.profiler.model_analyzer
import time:       583 |      22352 |         tensorflow.python.profiler.profiler
import time:       395 |        395 |             tensorflow.python.saved_model.loader_impl
import time:       367 |        762 |           tensorflow.python.saved_model.loader
import time:       266 |        266 |             tensorflow.python.saved_model.main_op_impl
import time:       307 |        573 |           tensorflow.python.saved_model.main_op
import time:       309 |        309 |           tensorflow.python.saved_model.simple_save
import time:       518 |       2160 |         tensorflow.python.saved_model.saved_model
import time:       283 |        283 |         tensorflow.python.user_ops
import time:      1114 |       1114 |           tensorflow.python.ops.gen_user_ops
import time:       442 |       1555 |         tensorflow.python.user_ops.user_ops
import time:       372 |        372 |         tensorflow.python.platform.resource_loader
import time:       329 |        329 |         tensorflow.python.platform.sysconfig
import time:       248 |        248 |             portpicker
import time:       588 |        588 |               tensorflow.core.framework.device_attributes_pb2
import time:       423 |       1010 |             tensorflow.python.client.device_lib
import time:      1339 |       1339 |                 tensorflow.core.util.test_log_pb2
import time:       574 |       1912 |               tensorflow.python.platform.benchmark
import time:       617 |       2529 |             tensorflow.python.platform.googletest
import time:       302 |        302 |             tensorflow.python.util.protobuf
import time:       476 |        476 |             tensorflow.python.util.protobuf.compare
import time:      1548 |       6110 |           tensorflow.python.framework.test_util
import time:       448 |        448 |           tensorflow.python.ops.gradient_checker
import time:      1556 |       1556 |           unittest.mock
import time:       689 |       8801 |         tensorflow.python.platform.test
import time:      1571 |       1571 |           tensorflow.python.ops.rnn_cell_impl
import time:       740 |       2310 |         tensorflow.python.ops.rnn
import time:       311 |        311 |         tensorflow.python.ops.rnn_cell
import time:      4025 |    1785299 |       tensorflow.python
import time:       353 |        353 |           tensorflow.python.estimator.api.estimator.export
import time:       266 |        266 |           tensorflow.python.estimator.api.estimator.inputs
import time:       536 |       1154 |         tensorflow.python.estimator.api.estimator
import time:       446 |       1599 |       tensorflow.python.estimator.api
import time:       252 |        252 |         tensorflow._api
import time:       445 |        445 |         tensorflow._api.v1.app
import time:       393 |        393 |         tensorflow._api.v1.bitwise
import time:       310 |        310 |         tensorflow._api.v1.compat
import time:       424 |        424 |           tensorflow._api.v1.data.experimental
import time:       337 |        761 |         tensorflow._api.v1.data
import time:       324 |        324 |         tensorflow._api.v1.debugging
import time:       369 |        369 |         tensorflow._api.v1.distributions
import time:       285 |        285 |         tensorflow._api.v1.dtypes
import time:       355 |        355 |         tensorflow._api.v1.errors
import time:       297 |        297 |         tensorflow._api.v1.feature_column
import time:       304 |        304 |         tensorflow._api.v1.gfile
import time:       276 |        276 |         tensorflow._api.v1.graph_util
import time:       404 |        404 |         tensorflow._api.v1.image
import time:       309 |        309 |         tensorflow._api.v1.initializers
import time:       328 |        328 |         tensorflow._api.v1.io
import time:       421 |        421 |           tensorflow._api.v1.keras.activations
import time:       377 |        377 |             tensorflow._api.v1.keras.applications.densenet
import time:       287 |        287 |             tensorflow._api.v1.keras.applications.inception_resnet_v2
import time:       276 |        276 |             tensorflow._api.v1.keras.applications.inception_v3
import time:       265 |        265 |             tensorflow._api.v1.keras.applications.mobilenet
import time:       271 |        271 |             tensorflow._api.v1.keras.applications.mobilenet_v2
import time:       265 |        265 |             tensorflow._api.v1.keras.applications.nasnet
import time:       262 |        262 |             tensorflow._api.v1.keras.applications.resnet50
import time:       261 |        261 |             tensorflow._api.v1.keras.applications.vgg16
import time:       263 |        263 |             tensorflow._api.v1.keras.applications.vgg19
import time:       273 |        273 |             tensorflow._api.v1.keras.applications.xception
import time:       788 |       3583 |           tensorflow._api.v1.keras.applications
import time:       586 |        586 |           tensorflow._api.v1.keras.backend
import time:       316 |        316 |           tensorflow._api.v1.keras.callbacks
import time:       299 |        299 |           tensorflow._api.v1.keras.constraints
import time:       358 |        358 |             tensorflow._api.v1.keras.datasets.boston_housing
import time:       404 |        404 |             tensorflow._api.v1.keras.datasets.cifar10
import time:       390 |        390 |             tensorflow._api.v1.keras.datasets.cifar100
import time:       299 |        299 |             tensorflow._api.v1.keras.datasets.fashion_mnist
import time:       389 |        389 |             tensorflow._api.v1.keras.datasets.imdb
import time:       273 |        273 |             tensorflow._api.v1.keras.datasets.mnist
import time:       281 |        281 |             tensorflow._api.v1.keras.datasets.reuters
import time:       665 |       3056 |           tensorflow._api.v1.keras.datasets
import time:       366 |        366 |           tensorflow._api.v1.keras.estimator
import time:       500 |        500 |           tensorflow._api.v1.keras.initializers
import time:       650 |        650 |           tensorflow._api.v1.keras.layers
import time:       572 |        572 |           tensorflow._api.v1.keras.losses
import time:       505 |        505 |           tensorflow._api.v1.keras.metrics
import time:       652 |        652 |           tensorflow._api.v1.keras.models
import time:       340 |        340 |           tensorflow._api.v1.keras.optimizers
import time:       401 |        401 |             tensorflow._api.v1.keras.preprocessing.image
import time:       456 |        456 |             tensorflow._api.v1.keras.preprocessing.sequence
import time:       305 |        305 |             tensorflow._api.v1.keras.preprocessing.text
import time:       481 |       1642 |           tensorflow._api.v1.keras.preprocessing
import time:       293 |        293 |           tensorflow._api.v1.keras.regularizers
import time:       310 |        310 |           tensorflow._api.v1.keras.utils
import time:       358 |        358 |             tensorflow._api.v1.keras.wrappers.scikit_learn
import time:       307 |        664 |           tensorflow._api.v1.keras.wrappers
import time:      1182 |      15930 |         tensorflow._api.v1.keras
import time:       454 |        454 |         tensorflow._api.v1.layers
import time:       466 |        466 |         tensorflow._api.v1.linalg
import time:       323 |        323 |         tensorflow._api.v1.logging
import time:       306 |        306 |         tensorflow._api.v1.losses
import time:       275 |        275 |         tensorflow._api.v1.manip
import time:       455 |        455 |         tensorflow._api.v1.math
import time:       355 |        355 |         tensorflow._api.v1.metrics
import time:       383 |        383 |           tensorflow._api.v1.nn.rnn_cell
import time:       574 |        956 |         tensorflow._api.v1.nn
import time:       299 |        299 |         tensorflow._api.v1.profiler
import time:       270 |        270 |         tensorflow._api.v1.python_io
import time:       278 |        278 |         tensorflow._api.v1.quantization
import time:       291 |        291 |         tensorflow._api.v1.random
import time:       274 |        274 |         tensorflow._api.v1.resource_loader
import time:       372 |        372 |           tensorflow._api.v1.saved_model.builder
import time:       465 |        465 |           tensorflow._api.v1.saved_model.constants
import time:       415 |        415 |           tensorflow._api.v1.saved_model.loader
import time:       296 |        296 |           tensorflow._api.v1.saved_model.main_op
import time:       300 |        300 |           tensorflow._api.v1.saved_model.signature_constants
import time:       293 |        293 |           tensorflow._api.v1.saved_model.signature_def_utils
import time:       297 |        297 |           tensorflow._api.v1.saved_model.tag_constants
import time:       274 |        274 |           tensorflow._api.v1.saved_model.utils
import time:       777 |       3486 |         tensorflow._api.v1.saved_model
import time:       309 |        309 |         tensorflow._api.v1.sets
import time:       346 |        346 |         tensorflow._api.v1.sparse
import time:       298 |        298 |         tensorflow._api.v1.spectral
import time:       306 |        306 |         tensorflow._api.v1.strings
import time:       376 |        376 |         tensorflow._api.v1.summary
import time:       280 |        280 |         tensorflow._api.v1.sysconfig
import time:       304 |        304 |         tensorflow._api.v1.test
import time:       355 |        355 |           tensorflow._api.v1.train.queue_runner
import time:       677 |       1032 |         tensorflow._api.v1.train
import time:       280 |        280 |         tensorflow._api.v1.user_ops
import time:      3914 |      37253 |       tensorflow._api.v1
import time:      1993 |    1826142 |     tensorflow
import time:       487 |    1885519 |   malaya._utils._utils
import time:       335 |        335 |   malaya.cluster
import time:       215 |        215 |         malaya.texts
import time:       385 |        385 |         unidecode
import time:       680 |        680 |         malaya.texts._tatabahasa
import time:      1164 |       2442 |       malaya.texts._text_functions
import time:       277 |        277 |         malaya._models
import time:       355 |        355 |                               tensorflow.python.autograph.utils.context_managers
import time:       376 |        376 |                               tensorflow.python.autograph.utils.misc
import time:       239 |        239 |                                 tensorflow.python.autograph.utils.type_check
import time:       365 |        604 |                               tensorflow.python.autograph.utils.multiple_dispatch
import time:       470 |        470 |                               tensorflow.python.autograph.utils.py_func
import time:      1068 |       1068 |                                   tensorflow.python.ops.gen_list_ops
import time:      7872 |       8940 |                                 tensorflow.python.ops.list_ops
import time:       400 |       9340 |                               tensorflow.python.autograph.utils.tensor_list
import time:       316 |        316 |                               tensorflow.python.autograph.utils.testing
import time:       448 |      11906 |                             tensorflow.python.autograph.utils
import time:       269 |        269 |                             tensorflow.python.autograph.utils.tensors
import time:       384 |      12559 |                           tensorflow.python.autograph.operators.py_builtins
import time:       505 |      13063 |                         tensorflow.python.autograph.operators.control_flow
import time:       643 |        643 |                         tensorflow.python.autograph.operators.data_structures
import time:       459 |        459 |                         tensorflow.python.autograph.operators.slices
import time:       517 |      14681 |                       tensorflow.python.autograph.operators
import time:       282 |        282 |                         tensorflow.python.autograph.core
import time:       237 |        237 |                         tensorflow.python.autograph.pyct
import time:       269 |        269 |                                 gast.astn
import time:       430 |        699 |                               gast.ast3
import time:      2141 |       2840 |                             gast.gast
import time:       381 |       3220 |                           gast
import time:       786 |        786 |                           tensorflow.python.autograph.pyct.anno
import time:       237 |        237 |                             tensorflow.python.autograph.pyct.parser
import time:       524 |        761 |                           tensorflow.python.autograph.pyct.ast_util
import time:      2397 |       7162 |                         tensorflow.python.autograph.pyct.origin_info
import time:       746 |       8426 |                       tensorflow.python.autograph.core.errors
import time:       333 |        333 |                         tensorflow.python.autograph.impl
import time:       264 |        264 |                         tensorflow.python.autograph.core.config
import time:       781 |        781 |                             tensorflow.python.autograph.pyct.qual_names
import time:       343 |       1123 |                           tensorflow.python.autograph.core.naming
import time:       469 |        469 |                                   astor.op_util
import time:       378 |        378 |                                   astor.node_util
import time:       584 |        584 |                                   astor.string_repr
import time:       398 |        398 |                                   astor.source_repr
import time:       969 |       2797 |                                 astor.code_gen
import time:       583 |        583 |                                 astor.file_util
import time:       815 |        815 |                                 astor.tree_walk
import time:       967 |       5161 |                               astor
import time:       424 |       5585 |                             tensorflow.python.autograph.pyct.compiler
import time:      1232 |       6816 |                           tensorflow.python.autograph.pyct.cfg
import time:       521 |        521 |                               termcolor
import time:       613 |       1134 |                             tensorflow.python.autograph.pyct.pretty_printer
import time:       786 |       1919 |                           tensorflow.python.autograph.pyct.transformer
import time:       321 |        321 |                           tensorflow.python.autograph.pyct.static_analysis
import time:       516 |        516 |                             tensorflow.python.autograph.pyct.static_analysis.annos
import time:       740 |       1255 |                           tensorflow.python.autograph.pyct.static_analysis.activity
import time:       361 |        361 |                           tensorflow.python.autograph.pyct.static_analysis.live_values
import time:       411 |        411 |                           tensorflow.python.autograph.pyct.static_analysis.liveness
import time:       440 |        440 |                           tensorflow.python.autograph.pyct.static_analysis.reaching_definitions
import time:       456 |        456 |                           tensorflow.python.autograph.pyct.static_analysis.type_info
import time:      1017 |      14116 |                         tensorflow.python.autograph.core.converter
import time:       241 |        241 |                           tensorflow.python.autograph.converters
import time:       512 |        512 |                             tensorflow.python.autograph.pyct.templates
import time:       634 |       1146 |                           tensorflow.python.autograph.converters.asserts
import time:       556 |        556 |                           tensorflow.python.autograph.converters.break_statements
import time:       646 |        646 |                           tensorflow.python.autograph.converters.builtin_functions
import time:       290 |        290 |                             tensorflow.python.autograph.pyct.inspect_utils
import time:       762 |       1051 |                           tensorflow.python.autograph.converters.call_trees
import time:       430 |        430 |                           tensorflow.python.autograph.converters.conditional_expressions
import time:       363 |        363 |                           tensorflow.python.autograph.converters.continue_statements
import time:       428 |        428 |                           tensorflow.python.autograph.converters.control_flow
import time:       314 |        314 |                           tensorflow.python.autograph.converters.decorators
import time:       243 |        243 |                             tensorflow.python.autograph.lang
import time:       354 |        354 |                             tensorflow.python.autograph.lang.directives
import time:       502 |       1098 |                           tensorflow.python.autograph.converters.directives
import time:       427 |        427 |                           tensorflow.python.autograph.converters.error_handlers
import time:       342 |        342 |                           tensorflow.python.autograph.converters.function_scopes
import time:       460 |        460 |                           tensorflow.python.autograph.converters.lists
import time:       458 |        458 |                           tensorflow.python.autograph.converters.logical_expressions
import time:       548 |        548 |                           tensorflow.python.autograph.converters.return_statements
import time:       393 |        393 |                           tensorflow.python.autograph.converters.side_effect_guards
import time:       331 |        331 |                           tensorflow.python.autograph.converters.slices
import time:       275 |        275 |                           tensorflow.python.autograph.core.function_wrapping
import time:      1305 |      10804 |                         tensorflow.python.autograph.impl.conversion
import time:      1129 |      26644 |                       tensorflow.python.autograph.impl.api
import time:       302 |        302 |                       tensorflow.python.autograph.lang.special_functions
import time:       579 |      50631 |                     tensorflow.python.autograph
import time:       806 |      51436 |                   tensorflow.contrib.autograph
import time:       372 |        372 |                         tensorflow.contrib.batching.python
import time:       441 |        812 |                       tensorflow.contrib.batching.python.ops
import time:       766 |        766 |                       tensorflow.python.ops.gen_batch_ops
import time:      2202 |       3779 |                     tensorflow.contrib.batching.python.ops.batch_ops
import time:       542 |       4320 |                   tensorflow.contrib.batching
import time:       463 |        463 |                       tensorflow.contrib.bayesflow.python
import time:       439 |        902 |                     tensorflow.contrib.bayesflow.python.ops
import time:       515 |        515 |                       tensorflow.contrib.bayesflow.python.ops.monte_carlo_impl
import time:       457 |        971 |                     tensorflow.contrib.bayesflow.python.ops.monte_carlo
import time:       651 |       2523 |                   tensorflow.contrib.bayesflow
import time:       454 |        454 |                       tensorflow.contrib.checkpoint.python
import time:       592 |       1045 |                     tensorflow.contrib.checkpoint.python.containers
import time:       252 |        252 |                       cStringIO
import time:       591 |        843 |                     tensorflow.contrib.checkpoint.python.python_state
import time:       374 |        374 |                     tensorflow.contrib.checkpoint.python.split_dependency
import time:       292 |        292 |                     tensorflow.contrib.checkpoint.python.visualize
import time:       639 |       3191 |                   tensorflow.contrib.checkpoint
import time:       322 |        322 |                         tensorflow.contrib.cloud.python
import time:       383 |        705 |                       tensorflow.contrib.cloud.python.ops
import time:       401 |        401 |                       tensorflow.contrib.cloud.python.ops.gen_bigquery_reader_ops
import time:      1263 |       2368 |                     tensorflow.contrib.cloud.python.ops.bigquery_reader_ops
import time:       371 |        371 |                       tensorflow.contrib.cloud.python.ops.gen_gcs_config_ops
import time:       448 |        818 |                     tensorflow.contrib.cloud.python.ops.gcs_config_ops
import time:       320 |        320 |                                 tensorflow.contrib.bigtable.python
import time:       381 |        701 |                               tensorflow.contrib.bigtable.python.ops
import time:       358 |        358 |                               tensorflow.contrib.bigtable.ops
import time:      6621 |       6621 |                               tensorflow.contrib.bigtable.ops.gen_bigtable_ops
import time:       865 |        865 |                               tensorflow.contrib.util
import time:       466 |        466 |                               tensorflow.contrib.util.loader
import time:     28767 |      37777 |                             tensorflow.contrib.bigtable.python.ops.bigtable_api
import time:       466 |      38242 |                           tensorflow.contrib.bigtable
import time:        48 |      38290 |                         tensorflow.contrib.bigtable.python
import time:        46 |      38335 |                       tensorflow.contrib.bigtable.python.ops
import time:        46 |      38380 |                     tensorflow.contrib.bigtable.python.ops.bigtable_api
import time:       521 |      42086 |                   tensorflow.contrib.cloud
import time:       459 |        459 |                         tensorflow.contrib.cluster_resolver.python
import time:       494 |        494 |                         tensorflow.contrib.cluster_resolver.python.training.cluster_resolver
import time:       282 |        282 |                           googleapiclient
import time:       512 |        794 |                         tensorflow.contrib.cluster_resolver.python.training.gce_cluster_resolver
import time:       275 |        275 |                           googleapiclient
import time:       906 |       1180 |                         tensorflow.contrib.cluster_resolver.python.training.tpu_cluster_resolver
import time:      1000 |       3925 |                       tensorflow.contrib.cluster_resolver.python.training
import time:        80 |       4005 |                     tensorflow.contrib.cluster_resolver.python.training.cluster_resolver
import time:       516 |       4521 |                   tensorflow.contrib.cluster_resolver
import time:       351 |        351 |                         tensorflow.contrib.coder.python
import time:       396 |        747 |                       tensorflow.contrib.coder.python.ops
import time:      2065 |       2065 |                       tensorflow.contrib.coder.python.ops.gen_coder_ops
import time:      6890 |       9701 |                     tensorflow.contrib.coder.python.ops.coder_ops
import time:       614 |      10314 |                   tensorflow.contrib.coder
import time:       388 |        388 |                     tensorflow.contrib.compiler.jit
import time:       454 |        842 |                   tensorflow.contrib.compiler
import time:       344 |        344 |                       tensorflow.contrib.constrained_optimization.python
import time:       488 |        831 |                     tensorflow.contrib.constrained_optimization.python.candidates
import time:       445 |        445 |                     tensorflow.contrib.constrained_optimization.python.constrained_minimization_problem
import time:       401 |        401 |                     tensorflow.contrib.constrained_optimization.python.constrained_optimizer
import time:       574 |        574 |                     tensorflow.contrib.constrained_optimization.python.external_regret_optimizer
import time:       735 |        735 |                     tensorflow.contrib.constrained_optimization.python.swap_regret_optimizer
import time:       841 |       3825 |                   tensorflow.contrib.constrained_optimization
import time:       316 |        316 |                       tensorflow.contrib.copy_graph.python
import time:       397 |        713 |                     tensorflow.contrib.copy_graph.python.util
import time:       393 |        393 |                     tensorflow.contrib.copy_graph.python.util.copy_elements
import time:       503 |       1607 |                   tensorflow.contrib.copy_graph
import time:       322 |        322 |                         tensorflow.contrib.crf.python
import time:       395 |        717 |                       tensorflow.contrib.crf.python.ops
import time:       598 |       1314 |                     tensorflow.contrib.crf.python.ops.crf
import time:       638 |       1952 |                   tensorflow.contrib.crf
import time:       309 |        309 |                       tensorflow.contrib.cudnn_rnn.python
import time:       219 |        219 |                         tensorflow.contrib.cudnn_rnn.python.ops
import time:       300 |        300 |                                     tensorflow.contrib.rnn.python
import time:       391 |        690 |                                   tensorflow.contrib.rnn.python.ops
import time:       601 |       1291 |                                 tensorflow.contrib.rnn.python.ops.core_rnn_cell
import time:       341 |        341 |                                 tensorflow.contrib.rnn.python.ops.fused_rnn_cell
import time:       222 |        222 |                                   tensorflow.contrib.rnn.ops
import time:      3366 |       3366 |                                   tensorflow.contrib.rnn.ops.gen_gru_ops
import time:      6229 |       9816 |                                 tensorflow.contrib.rnn.python.ops.gru_ops
import time:      4255 |       4255 |                                   tensorflow.contrib.rnn.ops.gen_lstm_ops
import time:      5997 |      10252 |                                 tensorflow.contrib.rnn.python.ops.lstm_ops
import time:       350 |        350 |                                 tensorflow.contrib.rnn.python.ops.rnn
import time:       336 |        336 |                                           tensorflow.contrib.layers.python
import time:       314 |        314 |                                                     tensorflow.contrib.framework.python
import time:       377 |        377 |                                                     tensorflow.contrib.framework.python.framework.checkpoint_utils
import time:       262 |        262 |                                                     tensorflow.contrib.framework.python.framework.experimental
import time:       310 |        310 |                                                     tensorflow.contrib.framework.python.framework.graph_util
import time:       406 |        406 |                                                     tensorflow.contrib.framework.python.framework.tensor_util
import time:       592 |       2258 |                                                   tensorflow.contrib.framework.python.framework
import time:       528 |        528 |                                                     tensorflow.contrib.framework.python.ops.arg_scope
import time:       295 |        295 |                                                     tensorflow.contrib.framework.python.ops.checkpoint_ops
import time:       550 |        550 |                                                     tensorflow.contrib.framework.python.ops.critical_section_ops
import time:       278 |        278 |                                                     tensorflow.contrib.framework.python.ops.ops
import time:       290 |        290 |                                                     tensorflow.contrib.framework.python.ops.prettyprint_ops
import time:       521 |        521 |                                                     tensorflow.contrib.framework.python.ops.script_ops
import time:       372 |        372 |                                                     tensorflow.contrib.framework.python.ops.sort_ops
import time:      4262 |       4262 |                                                       tensorflow.contrib.framework.python.ops.gen_variable_ops
import time:      1221 |       5483 |                                                     tensorflow.contrib.framework.python.ops.variables
import time:       776 |       9089 |                                                   tensorflow.contrib.framework.python.ops
import time:      1123 |      12468 |                                                 tensorflow.contrib.framework
import time:        70 |      12538 |                                               tensorflow.contrib.framework.python
import time:        73 |      12611 |                                             tensorflow.contrib.framework.python.framework
import time:       349 |        349 |                                             tensorflow.contrib.layers.python.ops
import time:       223 |        223 |                                               tensorflow.contrib.layers.ops
